	uri	relation1.possiblyIdentical	headword.en	DELETE	headword.syr	sourceURI.headword.syr	DELETE	DELETE	citedRange.headword.syr	citationUnit.headword.syr	anonymousDesc.syr	sourceURI.anonymousDesc.syr	citedRange.anonymousDesc.syr	citationUnit.anonymousDesc.syr	DELETE	DELETE	gender1	sourceURI.gender1	citedRange.gender1	abstract.en	sourceURI.abstract.en	citedRange.abstract.en	date1	notBefore.date1	notAfter.date1	type.date1	sourceURI.date1	citedRange.date1	date2	date2.notBefore	date2.notAfter	date2.type	sourceURI.date2	citedRange.date2	name1.en	sourceURI.name1	DELETE?	citedRange.name1	citationUnit.name1	idno
			Peter (brother of Maurice)		ܦܛܪܘܣ	9KL93RUC	268; 269	3.5.18	268; 269#3.5.18	p#ch							http://syriaca.org/keyword/male	9KL93RUC	268; 269	Having acceded on the imperial throne, Maurice invited his family, among them his brother Peter, to Constantinople and presented them with much wealth and land property, as recorded in Joh. Eph., EH 5.18. Peter was one of the commanders of the Roman army in the Balkans in the 590s and was executed after Phocas' coup in 602.	7K28WD3W	1009-1011	582-602			floruit	7K28WD3W	1009-1011		0602-11-27	0602-12-31	death	7K28WD3W	1009-1011	Petrus	7K28WD3W	PLRE 3	Petrus 55#1009-1011	entry#p	https://en.wikipedia.org/wiki/Peter_(curopalates)
			Peter the Patrician		ܦܛܪܐ ܦܛܪܝܩܝܣ	9KL93RUC	72; 306	3.2.11; 3.6.12	72; 306#3.2.11; 3.6.12	p#ch							http://syriaca.org/keyword/male	9KL93RUC	72; 306	Arguably Justinian's most important diplomat, Peter was sent as envoy to the Ostrogoths in the 530s and concluded the peace treaty with the Sasanian Empire in 562. As magister officiorum, he was a central figure at the imperial court from 539 to 565. His son Theodore was involved in negotiations with the Persians in the 570s.	7K28WD3W	994-998	539-565			floruit	7K28WD3W	994-998		0565-03-26	0565-11-14	death	7K28WD3W	994-998	Petrus	7K28WD3W	PLRE 3	Petrus 6#994-998	entry#p	https://en.wikipedia.org/wiki/Peter_the_Patrician
			Philippicus (brother-in-law of Maurice)		ܦܝܠܝܦܝܩܘܣ	9KL93RUC	268; 269	3.5.18	268; 269#3.5.18	p#ch							http://syriaca.org/keyword/male	9KL93RUC	268; 269	Philippicus was the husband of Gordia, a sister of the emperor Maurice. Upon his accession on the imperial throne, Maurice presented much wealth and land property to his family, as recorded in Joh. Eph., EH 5.18. Philippicus was one of Maurice's most important generals during the war against the Persians in the 580s. He survived the coup of Phocas in 602 by entering in a monastery, but was later re-activated as general by Heraclius.	7K28WD3W	1022-1026	582-614			floruit	7K28WD3W	1022-1026		0614-01-01	0614-12-31	death	7K28WD3W	1022-1026	Philippicus	7K28WD3W	PLRE 3	Philippicus 3#1022-1026	entry#p	https://en.wikipedia.org/wiki/Philippicus_(comes_excubitorum)
			Phocas (tritheist)		ܦܘܩܐ	9KL93RUC	254	3.5.2	254#3.5.2	p#ch							http://syriaca.org/keyword/male	9KL93RUC	254	Joh. Eph., EH 5.2, narrates that the tritheists under the leadership of Conon and Eugenius attempted to win various dignitaries for their doctrine. Two stepbrothers, Theodosius and Phocas, were sent to Rome to convince the Roman general Narses. However, this attempt was unsuccessful.	9KL93RUC	254	c.570			floruit	9KL93RUC	254												
			Photius		ܦܘܛܝܣ	9KL93RUC	42; 95; 255	3.1.31; 3.1.32; 3.2.29; 3.5.3	42; 95; 255#3.1.31; 3.1.32; 3.2.29; 3.5.3	p#ch							http://syriaca.org/keyword/male	9KL93RUC	42; 95; 255	A stepson of Belisarius, Photius embarked first on a military career before becoming a monk and, eventually, abbot of the monastery at the Nea church in Jerusalem, as reported in Joh. Eph., EH 1.31 and 32. Despite this, Justin II still employed him as military commander for restoring order in Egypt and for crushing a Samaritan uprising in Palestine.	7K28WD3W	1037-1039	mid-6th century			floruit	7K28WD3W	1037-1039		0578-01-01	0585-12-31	death	7K28WD3W	1037-1039	Photius	7K28WD3W	PLRE 3	Photius 2#1037-1039	entry#p	
			Probinus		ܦܪܒܝܢܐ	9KL93RUC	53; 103	3.2.38	53; 103#3.2.38	p#ch							http://syriaca.org/keyword/male	9KL93RUC	53; 103	Originally belonging to the staff of the convinced miaphysite Andreas, sacellarius of the empress Sophia, Probinus developed into one of the fiercest persecutors of the miaphysites. Joh. Eph., EH 2.38, narrates that he himself and his fellow miaphysites repeatedly suffered from Probinus, who imprisoned them and robbed their property.	9KL93RUC	103-104	late 570s			floruit	9KL93RUC	103-104		0578-12-31		death	9KL93RUC	103-104						
			Qabus ibn al-Mundhir		ܩܒܘܣ	9KL93RUC	280; 281	3.6.3	280; 281#3.6.3	p#ch							http://syriaca.org/keyword/male	9KL93RUC	280; 281	Qabus was ruler of the Nasrid Arabs around 570. When the Jafnid ruler al-Harith died in 569, Qabus hoped to find the Jafnids weakened and attacked them, yet their new king al-Mundhir defeated them decisively, as reported by Joh. Eph., EH 6.3.	7K28WD3W	258	c.570			floruit	7K28WD3W	258							Caboses	7K28WD3W	PLRE 3	Caboses#258	entry#p	https://en.wikipedia.org/wiki/Qabus_ibn_al-Mundhir
			Romanus		ܪܘܡܢܘܣ	9KL93RUC	77	3.2.15	77#3.2.15	p#ch							http://syriaca.org/keyword/male	9KL93RUC	77	Originally a money-lender, Romanus became successor to Thallus as head of his hospice in 576/577, as stated in Joh. Eph., EH 2.15.	9KL93RUC	77	late 570s			floruit	9KL93RUC	77		0577-12-31		death	9KL93RUC	77						
			Rufinus		ܪܘܦܝܢܘܣ	9KL93RUC	155; 157	3.3.27; 3.3.28	155; 157#3.3.27; 3.3.28	p#ch							http://syriaca.org/keyword/male	9KL93RUC	155; 157	Rufinus was, according to Joh. Eph., EH 3.28, a pagan high priest. He was caught during a pagan ritual in early 580 in Edessa and committed suicide.	9KL93RUC	155	late 570s			floruit	9KL93RUC	155			0580-12-31	death	9KL93RUC	155						
			Samuel		ܫܡܘܐܝܠ	9KL93RUC	315	3.6.19	315#3.6.19	p#ch							http://syriaca.org/keyword/male	9KL93RUC	315	Joh. Eph., EH 6.19, records that the Roman prisoners held in Antioch-of-Khusrow in Mesopotamia hoped to escape and to return to the Roman Empire. They managed to send two monks, Benjamin and his disciple Samuel, through the Persian lines to Constantinople to raise awareness for their situation, yet Tiberius neglected the matter.	9KL93RUC	315	late 570s			floruit	9KL93RUC	315												
			Sebastian		ܣܒܣܛܝܢܐ	9KL93RUC	163	3.3.32	163#3.3.32	p#ch	ܗܘܦܪܟܐ	9KL93RUC	160; 161; 162#3.3.31	p#ch	160; 161; 162	3.3.31	http://syriaca.org/keyword/male	9KL93RUC	163	Sebastian was urban prefect of Constantinople in 580 when rioting broke out as a result of the pagan affair. He managed to prevent further destructions in the city and warned the emperor. Tiberius replaced him with Julian as soon as the situation had calmed down, as is narrated in Joh. Eph., EH 3.32.	7K28WD3W	1119	580			floruit	7K28WD3W	1119		0580-02-31		death	7K28WD3W	1119	Sebastianus	7K28WD3W	PLRE 3	Sebastianus 2#1119	entry#p	
			Sergius		ܣܪܓܝܣ	9KL93RUC	120		120#	p							http://syriaca.org/keyword/male	9KL93RUC	120	A Jafnid nobleman and close to al-Mundhir, Maurice exiled him together with al-Mundhir at the start of his reign. He is only known from the chapter heading of Joh. Eph., EH 3.55.	7K28WD3W	1130	c.570-c.582			floruit	7K28WD3W	1130							Sergius	7K28WD3W	PLRE 3	Sergius 13#1130	entry#p	
			Sergius		ܣܪܓܝܣ	9KL93RUC	52; 74	3.2.13	52; 74#3.2.13	p#ch							http://syriaca.org/keyword/male	9KL93RUC	52; 74	Joh. Eph., EH 2.13, names two Sergii who were both priests and part of his episcopal retinue. One of them was, as syncellus, John's right-hand man, the other one of his disciples. They were both imprisoned during the miaphysite persecution in the early 570s and eventually confined in the monastery of Rabbula in Constantinople.	9KL93RUC	74-76								0572-12-31		death	9KL93RUC	74-76						
			Sergius (syncellus of John of Ephesus)		ܣܪܓܝܣ ܣܘܢܩܠܣ	9KL93RUC	52; 74; 75	3.2.13	52; 74; 75#3.2.13	p#ch							http://syriaca.org/keyword/male	9KL93RUC	52; 74; 75	Joh. Eph., EH 2.13, names two Sergii who were both priests and part of his episcopal retinue. One of them was, as syncellus, John's right-hand man, the other one of his disciples. They were both imprisoned during the miaphysite persecution in the early 570s and eventually confined in the monastery of Rabbula in Constantinople.	9KL93RUC	74-76								0572-12-31		death	9KL93RUC	74-76						
	1466		Sergius (saint)		ܡܪܝ ܣܪܓܝܣ	9KL93RUC	285; 286	3.6.4	285; 286#3.6.4	p#ch							http://syriaca.org/keyword/male	9KL93RUC	285; 286	Sergius, often venerated together with Bacchus, was one of the most popular saints in Syria. According to legend, he was a Roman officer who suffered martyrdom in Rusafa close to the Euphrates in the early 4th century. From the 5th century onwards, his shrine at Rusafa-Sergiopolis became a major cult centre for the Arab tribes, as recorded for instance in Joh. Eph., EH 6.4.	N42AM4Q2	1361	early 4th century			floruit	N42AM4Q2	1361												https://en.wikipedia.org/wiki/Sergius_and_Bacchus
			Sergius Amphiator		ܣܪܓܝܣ ܐܢܦܝܛܘܪ	9KL93RUC	223	3.4.41	223#3.4.41	p#ch							http://syriaca.org/keyword/male	9KL93RUC	223	Joh. Eph., EH 4.41, recounts how Damian of Alexandria attempted to ordain a new miaphysite patriarch in Antioch in early 580. In this project, which ultimately failed, a certain Sergius was one of his assistants. It is likely that Damian ordained this Sergius bishop a little later in Constantinople.	MBTEGB67	241-243	580s			floruit	MBTEGB67	241-243												
			Sergius of Harran		ܣܪܓܝܣ	9KL93RUC	214	3.4.33	214#3.4.33	p#ch							http://syriaca.org/keyword/male	9KL93RUC	214	Sergius was miaphysite bishop of Harran in Roman Mesopotamia and the syncellus, the right-hand man, of Jacob Burd'oyo. Joh. Eph., EH 4.33, mentions that Sergius accompanied Jacob on his final trip to Egypt and died a few days before him in the monastery of Casion on the Egyptian border.	MBTEGB67	190-191	c.550-578			floruit	MBTEGB67	190-191	0578-07-28			death	MBTEGB67	190-191						
			Sergius (Roman general)		ܣܪܓܝܣ ܒܪ ܫܦܢܝ	9KL93RUC	288	3.6.5	288#3.6.5	p#ch							http://syriaca.org/keyword/male	9KL93RUC	288	Sergius was a Roman general who, together with John, commanded the fortress of Dara during the Persian siege of 573. Joh. Eph., EH 6.5, records that he was wounded and died. According to the same passage, his father was a certain 'Spny', otherwise unknown.	7K28WD3W	1128-1129	567-573			floruit	7K28WD3W	1128-1129			0573-12-31	death	7K28WD3W	1128-1129	Sergius	7K28WD3W	PLRE 3	Sergius 7#1128-1129	entry#p	
	1463		Sergius of Tella		ܣܪܓܝܣ	9KL93RUC	50	3.1.41	50#3.1.41	p#ch							http://syriaca.org/keyword/male	9KL93RUC	50	Sergius was a close collaborator of the miaphysite bishop Jacob Burd'oyo. He resided in Constantinople for a large part of his life and was eventually ordained miaphysite bishop of Antioch. However, it seems that he remained in Constantinople where he died around 560. During the last years of his life, he became an adherent of the tritheist doctrine.	MBTEGB67	192-195	558-560	0558-01-01		floruit	MBTEGB67	192-195			0560-12-31	death	MBTEGB67	192-195						https://en.wikipedia.org/wiki/Sergius_of_Tella
	51		Severus		ܣܐܘܪܐ	9KL93RUC	50; 51; 142	3.1.41; 3.1.42; 3.3.16	50; 51; 142#3.1.41; 3.1.42; 3.3.16	p#ch							http://syriaca.org/keyword/male	9KL93RUC	50; 51; 142	One of the most influential miaphysite theologians, Severus was originally born a pagan. After his conversion in c.490, Severus became actively involved in the fight against the council of Chalcedon and gained much importance during the reign of Anastasius. He became patriarch of Antioch in 512, but was forced to leave his see and go into exile to Egypt after the accession of Justin I in 518. In 535, Justinian invited him to Constantinople for religious discussions to overcome the divide between pro- and anti-Chalcedonians. However, these plans failed and Severus died in his Egyptian exile in 538.	N42AM4Q2	1366	512-518			floruit	N42AM4Q2	1366	0538-02-08			death	N42AM4Q2	1366	Severus Antiochenus	JLMCGNS9	CPG	7022-7039; 7070-7078#III, 327-321; III, 333-341	entry#p	https://en.wikipedia.org/wiki/Severus_of_Antioch
			Severus		ܣܐܘܪܐ	9KL93RUC	223	3.4.41	223#3.4.41	p#ch							http://syriaca.org/keyword/male	9KL93RUC	223	Joh. Eph., EH 4.41, recounts how Damian of Alexandria attempted to ordain a new miaphysite patriarch in Antioch in early 580. His candidate for this project, which ultimately failed, was a certain Severus who seems to be otherwise unknown.	9KL93RUC	223	580			floruit	9KL93RUC	223												
			Shapur II		ܫܒܘܪ	9KL93RUC	82	3.2.20	82#3.2.20	p#ch							http://syriaca.org/keyword/male	9KL93RUC	82	Crowned king of the Sasanian Empire allegedly when still in his mother's womb, Shapur is famous for the length of his reign and his victory over the emperor Julian in 363. Under his reign, a reorganisation of Zoroastrianism took place and, as a reaction to Constantine's conversion, there were repeated persecutions of Christians. These are remembered in Joh. Eph., EH 2.20.	N42AM4Q2	1371-1372	309-379	0309-01-01		floruit	N42AM4Q2	1371-1372			0379-12-31	death	N42AM4Q2	1371-1372	Sapor II	HJ85NAV2	PLRE 1	Sapor II#803	entry#p	https://en.wikipedia.org/wiki/Shapur_II
			Silko (king of the Nobades)								ܡܠܟܐ	9KL93RUC	183; 185; 186; 188; 233; 242#3.4.6; 3.4.7; 3.4.8; 3.4.9; 3.4.49; 3.4.53	p#ch	183; 185; 186; 188; 233; 242	3.4.6; 3.4.7; 3.4.8; 3.4.9; 3.4.49; 3.4.53	http://syriaca.org/keyword/male	9KL93RUC	183; 185; 186; 188; 233; 242	Silko was king of the Nobades, ruling from c.530 to c.560. Joh. Eph., EH 4.6, does not mention him by name, yet recounts how both Theodora and Justinian sent missionaries to the king of the Nobades.	GDD8J6HM	188	c.530-c.560			floruit	GDD8J6HM	36												
			Sophia (Roman empress)		ܣܘܦܝܐ	9KL93RUC	52; 70; 71; 118; 125; 131; 132; 133; 134; 135; 139; 150; 151	3.2.10; 3.3.4; 3.3.7; 3.3.8; 3.3.9; 3.3.10; 3.3.14; 3.3.23; 3.3.24	52; 70; 71; 118; 125; 131; 132; 133; 134; 135; 139; 150; 151#3.2.10; 3.3.4; 3.3.7; 3.3.8; 3.3.9; 3.3.10; 3.3.14; 3.3.23; 3.3.24	p#ch	ܡܠܟܬܐ / ܐܢܬܬܗ	9KL93RUC	11; 45; 67; 70; 73; 103; 112; 122; 126; 133; 151; 258#3.1.11; 3.1.35; 3.2.9; 3.2.11; 3.2.38; 3.2.46; 3.3.2; 3.3.5; 3.3.8; 3.3.24; 3.5.7	p#ch	11; 45; 67; 70; 73; 103; 112; 122; 126; 133; 151; 258	3.1.11; 3.1.35; 3.2.9; 3.2.11; 3.2.38; 3.2.46; 3.3.2; 3.3.5; 3.3.8; 3.3.24; 3.5.7	http://syriaca.org/keyword/female	9KL93RUC	52; 70; 71; 118; 125; 131; 132; 133; 134; 135; 139; 150; 151	Sophia was the niece of the empress Theodora and the wife of Justin II. She was very influential during his reign from 565 to 578 and preserved her exalted status under Tiberius and Maurice. John of Ephesus blames her for participating in the persecution of the miaphysites in the early 570s. In Joh. Eph., EH 2.10, he even claims that she had originally been a miaphysite and only turned to the Chalcedonian communion for supporting the imperial ambitions of her husband Justin.	7K28WD3W	1179-1180	565-578	0565-11-14		floruit	7K28WD3W	1179-1180		0601-12-31		death	7K28WD3W	1179-1180	Aelia Sophia	7K28WD3W	PLRE 3	Aelia Sophia 1#1179-1180	entry#p	https://en.wikipedia.org/wiki/Sophia_(empress)
			Stephen		ܐܣܛܦܢܐ	9KL93RUC	8	3.1.9	8#3.1.9	p#ch							http://syriaca.org/keyword/male	9KL93RUC	8	Stephen was a miaphysite presbyter suffering from the persecution under John Scholasticus. He refused to accept the council of Chalcedon as orthodox and died in captivity in the early 570s. He appears in Joh. Eph., EH 1.9.	9KL93RUC	8	c. 570		0573-12-31	floruit	9KL93RUC	8		0573-01-01	0573-12-31	death	9KL93RUC	8						
			Stephen (metropolitan of Cyprus)		ܐܣܛܦܢܐ	9KL93RUC	15; 17; 18; 19; 52; 56; 58; 59	3.1.16; 3.1.17; 3.2.3; 3.2.4	15; 17; 18; 19; 52; 56; 58; 59#3.1.16; 3.1.17; 3.2.3; 3.2.4	p#ch							http://syriaca.org/keyword/male	9KL93RUC	15; 17; 18; 19; 52; 56; 58; 59	Stephen was one of the miaphysite bishops residing in Constantinople in the 560s. He was engaged in the tritheist debate and suffered from the persecution under John Scholasticus in 571 when he entered into communion with the Chalcedonians.	MBTEGB67	221-224	c.551-c.572	0551-01-01		floruit	MBTEGB67	221-224		0572-12-31		death	MBTEGB67	221-224	Stephanus	JLMCGNS9	CPG	7176; 7287#III, 356; III, 371	entry#p	
			Stephen (praepositus)		ܐܣܛܦܢܐ ܦܪܦܣܝܛܘܣ	9KL93RUC	67	3.2.9	67#3.2.9	p#ch							http://syriaca.org/keyword/male	9KL93RUC	67	An official at the court of the empress Sophia favouring the miaphysites, Stephen went over to Chalcedonian communion when facing persecution, as is narrated in Joh. Eph., EH 2.9.	7K28WD3W	1187								0571-12-31		death	7K28WD3W	1187	Stephanus	7K28WD3W	PLRE 3	Stephanus 19#1187	entry#p	
			Tamkhosrow		ܛܡ ܟܣܪܘܢ	9KL93RUC	303; 328; 329	3.6.10; 3.6.26	303; 328; 329#3.6.10; 3.6.26	p#ch	ܡܪܙܒܢܐ ܚܕ	9KL93RUC	328; 330; 331#3.6.26; 3.6.27	p#ch	328; 330; 331	3.6.26; 3.6.27	http://syriaca.org/keyword/male	9KL93RUC	303; 328; 329	Tamkhosrow was a Persian commander in Mesopotamia and Armenia during the war against the Romans in the late 570s and early 580s. Joh. Eph., EH 6.10, mentions that he inflicted a heavy defeat on the Romans in Armenia. In 6.26, John states that he was killed in a battle against the future emperor Maurice in June 582.	7K28WD3W	1215-1216	575-582			floruit	7K28WD3W	1215-1216		0582-06-01	0582-06-30	death	7K28WD3W	1215-1216	Tamchosroes	7K28WD3W	PLRE 3	Tamchosroes#1215-1216	entry#p	https://en.wikipedia.org/wiki/Tamkhosrow
			Thallus		ܬܐܠܘܣ	9KL93RUC	77	3.2.15	77#3.2.15	p#ch							http://syriaca.org/keyword/male	9KL93RUC	77	Joh. Eph., EH 2.15, remembers Thallus as head of a hospice for the poor in Constantinople. He was forced to expel the miaphysite monks and clerics serving in his hospice and thereby secured its survival.	9KL93RUC	77	571-577			floruit	9KL93RUC	77		0576-01-01	0577-12-31	death	9KL93RUC	77						
			Theoctista (sister of Maurice)								ܐܪܡܠܬܐ	9KL93RUC	268; 269#3.5.18	p#ch	268; 269	3.5.18	http://syriaca.org/keyword/female	9KL93RUC	268; 269	Having acceded on the imperial throne, Maurice invited his family, among them his widowed sister Theoctista, to Constantinople and presented them with much wealth and land property, as recorded in Joh. Eph., EH 5.18.	7K28WD3W	1225	late 6th century			floruit	7K28WD3W	1225							Theoctista	7K28WD3W	PLRE 3	Theoctista 2#1225	entry#p	
	779		Theodora, Roman empress		ܬܐܕܘܪܐ	9KL93RUC	9; 67; 70; 72; 183; 187; 233; 253	3.1.10; 3.2.9; 3.2.10; 3.2.11; 3.4.6; 3.4.8; 3.4.49; 3.5.1	9; 67; 70; 72; 183; 187; 233; 253#3.1.10; 3.2.9; 3.2.10; 3.2.11; 3.4.6; 3.4.8; 3.4.49; 3.5.1	p#ch	ܡܠܟܬܐ	9KL93RUC	183; 184; 185; 186#3.4.6; 3.4.7	p#ch	183; 184; 185; 186	3.4.6; 3.4.7	http://syriaca.org/keyword/female	9KL93RUC	9; 67; 70; 72; 183; 187; 233; 253	Before her rise to the throne as the wife of emperor Justinian, Theodora was had been an actress, a profession which gave rise to rumours that she had been a prostitute. John of Ephesus remembers Theodora fondly because she protected a large number of miaphysite monks and clerics in Constantinople until her death in 548.	7K28WD3W	1240-1241	527-548	0527-04-01		floruit	7K28WD3W	1240-1241	0548-06-28			death	7K28WD3W	1240-1241	Theodora	7K28WD3W	PLRE 3	Theodora 1#1240-1241	entry#p	https://en.wikipedia.org/wiki/Theodora_(wife_of_Justinian_I)
	784		Theodore (patriarch of Alexandria)		ܬܐܕܘܪܘܣ	9KL93RUC	49; 190; 191; 192; 193; 195; 197; 198; 208; 222; 232; 240; 243; 244	3.1.40; 3.4.10; 3.4.11; 3.4.12; 3.4.13; 3.4.14; 3.4.22; 3.4.41; 3.4.48; 3.4.53; 3.4.54; 3.4.55; 3.4.56	49; 190; 191; 192; 193; 195; 197; 198; 208; 222; 232; 240; 243; 244#3.1.40; 3.4.10; 3.4.11; 3.4.12; 3.4.13; 3.4.14; 3.4.22; 3.4.41; 3.4.48; 3.4.53; 3.4.54; 3.4.55; 3.4.56	p#ch							http://syriaca.org/keyword/male	9KL93RUC	49; 190; 191; 192; 193; 195; 197; 198; 208; 222; 232; 240; 243; 244	Theodore, of Syrian origin, was abbot of the miaphysite monastery of Rhamnis in Egypt and consecrated patriarch of Alexandria in 575. However, the majority of the miaphysite clergy did not accept him and elected Peter of Alexandria instead, as is narrated in Joh. Eph., EH 4.10-13.	MBTEGB67	200-204	575-580	0575-01-01		floruit	MBTEGB67	200-204		0580-12-31		death	MBTEGB67	200-204						
			Theodore (archdeacon of Alexandria)		ܬܐܕܪܘܣ	9KL93RUC	188	3.4.9	188#3.4.9	p#ch							http://syriaca.org/keyword/male	9KL93RUC	188	Joh. Eph., EH 4.9, recounts that Longinus was invited by the archdeacon Theodore (his nephew) and and the archpriest Theodosius, two miaphysite clerics in Alexandria, to come back from Nubia in 575 to ordain a new patriarch. These clerics are also known from the Documenta Monophysitica.	NGTH294X	165-166	570s			floruit	NGTH294X	165-166												
			Theodore (notary of Anatolius)		ܬܐܕܪܘܣ	9KL93RUC	157; 158; 165; 166	3.3.29; 3.3.33	157; 158; 165; 166#3.3.29; 3.3.33	p#ch							http://syriaca.org/keyword/male	9KL93RUC	157; 158; 165; 166	Theodore was notary of Anatolius, governor of the Osrhoene. Under torture, he confessed that Anatolius had participated in the sacrifice of a young boy together with patriarch Gregory of Antioch. Joh. Eph., EH 3.29 and 33, mentions that he died soon afterwards in prison under mysterious circumstances.	9KL93RUC	157	580			floruit	9KL93RUC	157												
			Theodore Ascidas		ܬܐܕܘܪܐ	9KL93RUC	71	3.2.10	71#3.2.10	p#ch							http://syriaca.org/keyword/male	9KL93RUC	71	Theodore was a monk in Jerusalem and supporter of Origenist views before coming to Constantinople in the 530s where he became an important theological advisor of Justinian. From 537 to his death in 558, he was archbishop of Caesarea in Cappadocia. Joh. Eph., EH 2.10, blames him for convincing Sophia to take the Chalcedonian communion.	BJFJXJJE	I, 208	537-558	0537-01-01	0558-12-31	floruit	BJFJXJJE	I, 208		0558-01-01	0558-12-21	death	BJFJXJJE	I, 208	Theodorus Ascidas 	JLMCGNS9	CPG	6988#III, 322	entry#p	
			Theodore (envoy to Persia)		ܬܐܕܘܪܐ	9KL93RUC	215; 306	3.4.35; 3.6.12	215; 306#3.4.35; 3.6.12	p#ch							http://syriaca.org/keyword/male	9KL93RUC	215; 306	Theodore, son of Peter the Patrician, hailed from Roman Mesopotamia and held some of the highest offices under Justin II. He had the rank of a patricius and led, in 576, an embassy to the Persian border for peace negotiations, as is attested by Joh. Eph., EH 4.35 and 6.12. He was a miaphysite and favoured Paul of Antioch in his dispute with Jacob Burd'oyo.	7K28WD3W	1255-1256	560-576			floruit	7K28WD3W	1255-1256		0576-12-31		death	7K28WD3W	1255-1256	Theodorus	7K28WD3W	PLRE 3	Theodorus 34#1255-1256	entry#p	
			Theodore (envoy to Persia)		ܬܐܕܘܪܐ	9KL93RUC	297	3.6.8	297#3.6.8	p#ch							http://syriaca.org/keyword/male	9KL93RUC	297	Theodore was, in the 570s, Roman governor of Armenia and was dispatched by the Caesar Tiberius as an envoy to Persia. In the retinue of Khosrow, he witnessed the Persian campaign against Theodosiopolis in 575, before he was given leave to return to Constantinople, as is stated by Joh. Eph., EH 6.8.	7K28WD3W	1254-1255	575			floruit	7K28WD3W	1254-1256							Theodorus	7K28WD3W	PLRE 3	Theodorus 33#1254-1255	entry#p	
			Theodore (bishop of Philae)		ܬܐܕܘܪܐ	9KL93RUC	186; 189; 233	3.4.7; 3.4.9; 3.4.10; 3.4.49	186; 189; 233#3.4.7; 3.4.9; 3.4.10; 3.4.49	p#ch							http://syriaca.org/keyword/male	9KL93RUC	186; 189; 233	Theodore was bishop of Philae in southern Egypt and had been ordained by patriarch Timothy IV (517-535). Joh. Eph., EH 4.9, describes him thus as a very old man in the mid-570s, when Longinus visited him and asked him to travel with him to Alexandria, a request which Theodore, however, denied due to his old age. During the 550s and 560s, he sometimes visited the Nobades in northern Nubia and acted as bishop there, according to Joh. Eph., EH 4.7 and 4.49.	MBTEGB67	224-225	525-c.580			floruit	MBTEGB67	224-225			0583-12-31	death	MBTEGB67	224-225						
	1529		Theodosius II		ܬܐܕܘܣܝܣ	9KL93RUC	264	3.5.14	264#3.5.14	p#ch							http://syriaca.org/keyword/male	9KL93RUC	264	Theodosius II ruled the eastern half of the Roman Empire from 408 to 450. His reign saw the start of the Christological controversy and he convened both the Council of Ephesus of 431 and the so-called 'robber synod' of 449. Joh. Eph., EH 5.14, remembers him as the last purple-born prince (his father was the emperor Arcadius) before the birth of Maurice's son Theodosius in 583.	6RXKPRGP	1100	401-450			floruit	6RXKPRGP	1100	0450-07-28			death	6RXKPRGP	1100	Theodosius	6RXKPRGP	PLRE 2	Theodosius 6#1100	entry#p	https://en.wikipedia.org/wiki/Theodosius_II
			Theodosius (archpriest of Alexandria)		ܬܐܕܘܣܝܣ	9KL93RUC	188; 218	3.4.9; 3.4.38	188; 218#3.4.9; 3.4.38	p#ch							http://syriaca.org/keyword/male	9KL93RUC	188; 218	Joh. Eph., EH 4.9, recounts that Longinus was invited by the archdeacon Theodore (his nephew) and and the archpriest Theodosius, two miaphysite clerics in Alexandria, to come back from Nubia in 575 to ordain a new patriarch. These clerics are also known from the Documenta Monophysitica. The archpriest Theodosius was later brought to Constantinople for disputations with patriarch Eutychius and died there in 579, as is stated in Joh. Eph., EH 4.38.	NGTH294X	165-166	570s			floruit	NGTH294X	165-166							Theodosius presbyter Alexandriae	JLMCGNS9	CPG	7223#III, 361	entry#p	
		784	Theodosius (patriarch of Alexandria)		ܬܐܕܘܣܝܘܣ	9KL93RUC	17; 44; 49; 51; 111; 142; 183; 185; 186; 187; 189; 193; 195; 196; 254	3.1.16; 3.1.34; 3.1.40; 3.1.41; 3.1.42; 3.2.45; 3.3.16; 3.4.6; 3.4.7; 3.4.8; 3.4.9; 3.4.11; 3.4.12; 3.5.1	17; 44; 49; 51; 111; 142; 183; 185; 186; 187; 189; 193; 195; 196; 254#3.1.16; 3.1.34; 3.1.40; 3.1.41; 3.1.42; 3.2.45; 3.3.16; 3.4.6; 3.4.7; 3.4.8; 3.4.9; 3.4.11; 3.4.12; 3.5.1	p#ch							http://syriaca.org/keyword/male	9KL93RUC	17; 44; 49; 51; 111; 142; 183; 185; 186; 187; 189; 193; 195; 196; 254	Theodosius, a supporter of the miaphysite champion Severus of Antioch, was made patriarch of Alexandria in 535. Ousted from his see because the population favoured Gaianus, he was restored with the help of imperial troops. He refused to accept the council of Chalcedon as orthodox and was therefore put in house arrest in Constantinople in late 536. After the death of Severus in 538, he was accepted as the head of the miaphysite community and remained in the capital until his death in 566.	N42AM4Q2	1483	535-566	0535-02-09		floruit	N42AM4Q2	1483	0566-06-05			death	N42AM4Q2	1483	Theodosius Alexandrinus	JLMCGNS9	CPG	7130-7159#III, 350-355	entry#p	https://en.wikipedia.org/wiki/Pope_Theodosius_I_of_Alexandria
