New URI	Syriaca Matched URI	uri	relation1.possiblyIdentical	headword.en	state.en	anonymousDesc.en	headword.syr	sourceURI.headword.syr	citedRange.headword.syr	citationUnit.headword.syr	name1.syr	sourceURI.name1	citedRange.name1	citationUnit.name1	anonymousDesc.syr	sourceURI.anonymousDesc.syr	citedRange.anonymousDesc.syr	citationUnit.anonymousDesc.syr	gender1	sourceURI.gender1	citedRange.gender1	abstract.en	sourceURI.abstract.en	citedRange.abstract.en	date1	type.date1	notBefore.date1	notAfter.date1	sourceURI.date1	citedRange.date1	date2	type.date2	notBefore.date2	notAfter.date2	sourceURI.date2	citedRange.date2	name2.en	sourceURI.name2	citedRange.name2	citationUnit.name2	DNU	idno	idno
5145		5145		Sebastian			ܣܒܣܛܝܢܐ	9KL93RUC	163#3.3.32	p#chapter					ܗܘܦܪܟܐ	9KL93RUC	160; 161; 162#3.3.31	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	163	Sebastian was urban prefect of Constantinople in 580 when rioting broke out as a result of the pagan affair. He managed to prevent further destructions in the city and warned the emperor. Tiberius replaced him with Julian as soon as the situation had calmed down, as is narrated in Joh. Eph., EH 3.32.	7K28WD3W	1119	580	floruit			7K28WD3W	1119		death	0580-02-31		7K28WD3W	1119	Sebastianus	7K28WD3W	Sebastianus 2#1119	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5145	
5146		5146		Sergius			ܣܪܓܝܣ	9KL93RUC	120#	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	120	A Jafnid nobleman and close to al-Mundhir, Maurice exiled him together with al-Mundhir at the start of his reign. He is only known from the chapter heading of Joh. Eph., EH 3.55.	7K28WD3W	1130	c.570-c.582	floruit			7K28WD3W	1130							Sergius	7K28WD3W	Sergius 13#1130	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5146	
5147		5147		Sergius			ܣܪܓܝܣ	9KL93RUC	52; 74#3.2.13	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	52; 74	Joh. Eph., EH 2.13, names two Sergii who were both priests and part of his episcopal retinue. One of them was, as syncellus, John's right-hand man, the other one of his disciples. They were both imprisoned during the miaphysite persecution in the early 570s and eventually confined in the monastery of Rabbula in Constantinople.	9KL93RUC	74-76								death	0572-12-31		9KL93RUC	74-76						http://syriaca.org/johnofephesus/persons/5147	
5148		5148		Sergius (syncellus of John of Ephesus)			ܣܪܓܝܣ	9KL93RUC	52; 74; 75#3.2.13	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	52; 74; 75	Joh. Eph., EH 2.13, names two Sergii who were both priests and part of his episcopal retinue. One of them was, as syncellus, John's right-hand man, the other one of his disciples. They were both imprisoned during the miaphysite persecution in the early 570s and eventually confined in the monastery of Rabbula in Constantinople.	9KL93RUC	74-76								death	0572-12-31		9KL93RUC	74-76						http://syriaca.org/johnofephesus/persons/5148	
	1466	1466		Sergius (saint)			ܡܪܝ ܣܪܓܝܣ	9KL93RUC	285; 286#3.6.4	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	285; 286	Sergius, often venerated together with Bacchus, was one of the most popular saints in Syria. According to legend, he was a Roman officer who suffered martyrdom in Rusafa close to the Euphrates in the early 4th century. From the 5th century onwards, his shrine at Rusafa-Sergiopolis became a major cult centre for the Arab tribes, as recorded for instance in Joh. Eph., EH 6.4.	N42AM4Q2	1361	early 4th century	floruit			N42AM4Q2	1361												http://syriaca.org/johnofephesus/persons/1466	https://en.wikipedia.org/wiki/Sergius_and_Bacchus
5149		5149		Sergius Amphiator			ܣܪܓܝܣ ܐܢܦܝܛܘܪ	9KL93RUC	223#3.4.41	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	223	Joh. Eph., EH 4.41, recounts how Damian of Alexandria attempted to ordain a new miaphysite patriarch in Antioch in early 580. In this project, which ultimately failed, a certain Sergius was one of his assistants. It is likely that Damian ordained this Sergius bishop a little later in Constantinople.	MBTEGB67	241-243	580s	floruit			MBTEGB67	241-243												http://syriaca.org/johnofephesus/persons/5149	
5150		5150		Sergius of Harran			ܣܪܓܝܣ	9KL93RUC	214#3.4.33	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	214	Sergius was miaphysite bishop of Harran in Roman Mesopotamia and the syncellus, the right-hand man, of Jacob Burd'oyo. Joh. Eph., EH 4.33, mentions that Sergius accompanied Jacob on his final trip to Egypt and died a few days before him in the monastery of Casion on the Egyptian border.	MBTEGB67	190-191	c.550-578	floruit			MBTEGB67	190-191	0578-07-28	death			MBTEGB67	190-191						http://syriaca.org/johnofephesus/persons/5150	
5151		5151		Sergius (Roman general)			ܣܪܓܝܣ ܒܪ ܫܦܢܝ	9KL93RUC	288#3.6.5	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	288	Sergius was a Roman general who, together with John, commanded the fortress of Dara during the Persian siege of 573. Joh. Eph., EH 6.5, records that he was wounded and died. According to the same passage, his father was a certain 'Spny', otherwise unknown.	7K28WD3W	1128-1129	567-573	floruit			7K28WD3W	1128-1129		death		0573-12-31	7K28WD3W	1128-1129	Sergius	7K28WD3W	Sergius 7#1128-1129	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5151	
	1463	1463		Sergius of Tella			ܣܪܓܝܣ	9KL93RUC	50#3.1.41	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	50	Sergius was a close collaborator of the miaphysite bishop Jacob Burd'oyo. He resided in Constantinople for a large part of his life and was eventually ordained miaphysite bishop of Antioch. However, it seems that he remained in Constantinople where he died around 560. During the last years of his life, he became an adherent of the tritheist doctrine.	MBTEGB67	192-195	558-560	floruit	0558-01-01		MBTEGB67	192-195		death		0560-12-31	MBTEGB67	192-195						http://syriaca.org/johnofephesus/persons/1463	https://en.wikipedia.org/wiki/Sergius_of_Tella
	51	51		Severus			ܣܐܘܪܐ	9KL93RUC	50; 51; 142#3.1.41; 3.1.42; 3.3.16	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	50; 51; 142	One of the most influential miaphysite theologians, Severus was originally born a pagan. After his conversion in c.490, Severus became actively involved in the fight against the council of Chalcedon and gained much importance during the reign of Anastasius. He became patriarch of Antioch in 512, but was forced to leave his see and go into exile to Egypt after the accession of Justin I in 518. In 535, Justinian invited him to Constantinople for religious discussions to overcome the divide between pro- and anti-Chalcedonians. However, these plans failed and Severus died in his Egyptian exile in 538.	N42AM4Q2	1366	512-518	floruit			N42AM4Q2	1366	0538-02-08	death			N42AM4Q2	1366	Severus Antiochenus	JLMCGNS9	7022-7039; 7070-7078#III, 327-321; III, 333-341	entry#p	CPG	http://syriaca.org/johnofephesus/persons/51	https://en.wikipedia.org/wiki/Severus_of_Antioch
5152		5152		Severus			ܣܐܘܪܐ	9KL93RUC	223#3.4.41	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	223	Joh. Eph., EH 4.41, recounts how Damian of Alexandria attempted to ordain a new miaphysite patriarch in Antioch in early 580. His candidate for this project, which ultimately failed, was a certain Severus who seems to be otherwise unknown.	9KL93RUC	223	580	floruit			9KL93RUC	223												http://syriaca.org/johnofephesus/persons/5152	
5153		5153		Shapur II			ܫܒܘܪ	9KL93RUC	82#3.2.20	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	82	Crowned king of the Sasanian Empire allegedly when still in his mother's womb, Shapur is famous for the length of his reign and his victory over the emperor Julian in 363. Under his reign, a reorganisation of Zoroastrianism took place and, as a reaction to Constantine's conversion, there were repeated persecutions of Christians. These are remembered in Joh. Eph., EH 2.20.	N42AM4Q2	1371-1372	309-379	floruit	0309-01-01		N42AM4Q2	1371-1372		death		0379-12-31	N42AM4Q2	1371-1372	Sapor II	HJ85NAV2	Sapor II#803	entry#p	PLRE 1	http://syriaca.org/johnofephesus/persons/5153	https://en.wikipedia.org/wiki/Shapur_II
5154		5154		Silko (king of the Nobades)											ܡܠܟܐ	9KL93RUC	183; 185; 186; 188; 233; 242#3.4.6; 3.4.7; 3.4.8; 3.4.9; 3.4.49; 3.4.53	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	183; 185; 186; 188; 233; 242	Silko was king of the Nobades, ruling from c.530 to c.560. Joh. Eph., EH 4.6, does not mention him by name, yet recounts how both Theodora and Justinian sent missionaries to the king of the Nobades.	GDD8J6HM	188	c.530-c.560	floruit			GDD8J6HM	36												http://syriaca.org/johnofephesus/persons/5154	
5155		5155		Sophia (Roman empress)			ܣܘܦܝܐ	9KL93RUC	52; 70; 71; 118; 125; 131; 132; 133; 134; 135; 139; 150; 151#3.2.10; 3.3.4; 3.3.7; 3.3.8; 3.3.9; 3.3.10; 3.3.14; 3.3.23; 3.3.24	p#chapter					ܡܠܟܬܐ / ܐܢܬܬܗ	9KL93RUC	11; 45; 67; 70; 73; 103; 112; 122; 126; 133; 151; 258#3.1.11; 3.1.35; 3.2.9; 3.2.11; 3.2.38; 3.2.46; 3.3.2; 3.3.5; 3.3.8; 3.3.24; 3.5.7	p#chapter	http://syriaca.org/keyword/female	9KL93RUC	52; 70; 71; 118; 125; 131; 132; 133; 134; 135; 139; 150; 151	Sophia was the niece of the empress Theodora and the wife of Justin II. She was very influential during his reign from 565 to 578 and preserved her exalted status under Tiberius and Maurice. John of Ephesus blames her for participating in the persecution of the miaphysites in the early 570s. In Joh. Eph., EH 2.10, he even claims that she had originally been a miaphysite and only turned to the Chalcedonian communion for supporting the imperial ambitions of her husband Justin.	7K28WD3W	1179-1180	565-578	floruit	0565-11-14		7K28WD3W	1179-1180		death	0601-12-31		7K28WD3W	1179-1180	Aelia Sophia	7K28WD3W	Aelia Sophia 1#1179-1180	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5155	https://en.wikipedia.org/wiki/Sophia_(empress)
5156		5156		Stephen			ܐܣܛܦܢܐ	9KL93RUC	8#3.1.9	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	8	Stephen was a miaphysite presbyter suffering from the persecution under John Scholasticus. He refused to accept the council of Chalcedon as orthodox and died in captivity in the early 570s. He appears in Joh. Eph., EH 1.9.	9KL93RUC	8	c. 570	floruit		0573-12-31	9KL93RUC	8		death	0573-01-01	0573-12-31	9KL93RUC	8						http://syriaca.org/johnofephesus/persons/5156	
5157		5157		Stephen (metropolitan of Cyprus)			ܐܣܛܦܢܐ	9KL93RUC	15; 17; 18; 19; 52; 56; 58; 59#3.1.16; 3.1.17; 3.2.3; 3.2.4	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	15; 17; 18; 19; 52; 56; 58; 59	Stephen was one of the miaphysite bishops residing in Constantinople in the 560s. He was engaged in the tritheist debate and suffered from the persecution under John Scholasticus in 571 when he eventually succumbed and entered into communion with the Chalcedonians.	MBTEGB67	221-224	c.551-c.572	floruit	0551-01-01		MBTEGB67	221-224		death	0572-12-31		MBTEGB67	221-224	Stephanus	JLMCGNS9	7176; 7287#III, 356; III, 371	entry#p	CPG	http://syriaca.org/johnofephesus/persons/5157	
5158		5158		Stephen (praepositus)			ܐܣܛܦܢܐ ܦܪܦܣܝܛܘܣ	9KL93RUC	67#3.2.9	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	67	An official at the court of the empress Sophia favouring the miaphysites, Stephen went over to Chalcedonian communion when facing persecution, as is narrated in Joh. Eph., EH 2.9.	7K28WD3W	1187								death	0571-12-31		7K28WD3W	1187	Stephanus	7K28WD3W	Stephanus 19#1187	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5158	
5159		5159		Tamkhosrow			ܛܡ ܟܣܪܘܢ	9KL93RUC	303; 328; 329#3.6.10; 3.6.26	p#chapter					ܡܪܙܒܢܐ ܚܕ	9KL93RUC	328; 330; 331#3.6.26; 3.6.27	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	303; 328; 329	Tamkhosrow was a Persian commander in Mesopotamia and Armenia during the war against the Romans in the late 570s and early 580s. Joh. Eph., EH 6.10, mentions that he inflicted a heavy defeat on the Romans in Armenia. In 6.26, John states that he was killed in a battle against the future emperor Maurice in June 582.	7K28WD3W	1215-1216	575-582	floruit			7K28WD3W	1215-1216		death	0582-06-01	0582-06-30	7K28WD3W	1215-1216	Tamchosroes	7K28WD3W	Tamchosroes#1215-1216	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5159	https://en.wikipedia.org/wiki/Tamkhosrow
5160		5160		Thallus			ܬܐܠܘܣ	9KL93RUC	77#3.2.15	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	77	Joh. Eph., EH 2.15, remembers Thallus as head of a hospice for the poor in Constantinople. He was forced to expel the miaphysite monks and clerics serving in his hospice and thereby secured its survival.	9KL93RUC	77	571-577	floruit			9KL93RUC	77		death	0576-01-01	0577-12-31	9KL93RUC	77						http://syriaca.org/johnofephesus/persons/5160	
5161		5161		Theoctista (sister of Maurice)											ܐܪܡܠܬܐ	9KL93RUC	268; 269#3.5.18	p#chapter	http://syriaca.org/keyword/female	9KL93RUC	268; 269	Having acceded on the imperial throne, Maurice invited his family, among them his widowed sister Theoctista, to Constantinople and presented them with much wealth and land property, as recorded in Joh. Eph., EH 5.18.	7K28WD3W	1225	late 6th century	floruit			7K28WD3W	1225							Theoctista	7K28WD3W	Theoctista 2#1225	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5161	
	779	779		Theodora, Roman empress			ܬܐܕܘܪܐ	9KL93RUC	9; 67; 70; 72; 183; 187; 233; 253#3.1.10; 3.2.9; 3.2.10; 3.2.11; 3.4.6; 3.4.8; 3.4.49; 3.5.1	p#chapter					ܡܠܟܬܐ	9KL93RUC	183; 184; 185; 186#3.4.6; 3.4.7	p#chapter	http://syriaca.org/keyword/female	9KL93RUC	9; 67; 70; 72; 183; 187; 233; 253	Before her rise to the throne as the wife of emperor Justinian, Theodora was had been an actress, a profession which gave rise to rumours that she had been a prostitute. John of Ephesus remembers Theodora fondly because she protected a large number of miaphysite monks and clerics in Constantinople until her death in 548.	7K28WD3W	1240-1241	527-548	floruit	0527-04-01		7K28WD3W	1240-1241	0548-06-28	death			7K28WD3W	1240-1241	Theodora	7K28WD3W	Theodora 1#1240-1241	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/779	https://en.wikipedia.org/wiki/Theodora_(wife_of_Justinian_I)
	784	784		Theodore (patriarch of Alexandria)			ܬܐܕܘܪܘܣ	9KL93RUC	49; 190; 191; 192; 193; 195; 197; 198; 208; 222; 232; 240; 243; 244#3.1.40; 3.4.10; 3.4.11; 3.4.12; 3.4.13; 3.4.14; 3.4.22; 3.4.41; 3.4.48; 3.4.53; 3.4.54; 3.4.55; 3.4.56	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	49; 190; 191; 192; 193; 195; 197; 198; 208; 222; 232; 240; 243; 244	Theodore, of Syrian origin, was abbot of the miaphysite monastery of Rhamnis in Egypt and consecrated patriarch of Alexandria in 575. However, the majority of the miaphysite clergy did not accept him and elected Peter of Alexandria instead, as is narrated in Joh. Eph., EH 4.10-13.	MBTEGB67	200-204	575-580	floruit	0575-01-01		MBTEGB67	200-204		death	0580-12-31		MBTEGB67	200-204						http://syriaca.org/johnofephesus/persons/784	
5162		5162		Theodore (archdeacon of Alexandria)			ܬܐܕܪܘܣ	9KL93RUC	188#3.4.9	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	188	Joh. Eph., EH 4.9, recounts that Longinus was invited by the archdeacon Theodore (his nephew) and and the archpriest Theodosius, two miaphysite clerics in Alexandria, to come back from Nubia in 575 to ordain a new patriarch. These clerics are also known from the Documenta Monophysitica.	NGTH294X	165-166	570s	floruit			NGTH294X	165-166												http://syriaca.org/johnofephesus/persons/5162	
5163		5163		Theodore (notary of Anatolius)			ܬܐܕܪܘܣ	9KL93RUC	157; 158; 165; 166#3.3.29; 3.3.33	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	157; 158; 165; 166	Theodore was notary of Anatolius, governor of the Osrhoene. Under torture, he confessed that Anatolius had participated in the sacrifice of a young boy together with patriarch Gregory of Antioch. Joh. Eph., EH 3.29 and 33, mentions that he died soon afterwards in prison under mysterious circumstances.	9KL93RUC	157	580	floruit			9KL93RUC	157												http://syriaca.org/johnofephesus/persons/5163	
5164		5164		Theodore Ascidas			ܬܐܕܘܪܐ	9KL93RUC	71#3.2.10	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	71	Theodore was a monk in Jerusalem and supporter of Origenist views before coming to Constantinople in the 530s where he became an important theological advisor of Justinian. From 537 to his death in 558, he was archbishop of Caesarea in Cappadocia. Joh. Eph., EH 2.10, blames him for convincing Sophia to take the Chalcedonian communion.	BJFJXJJE	I, 208	537-558	floruit	0537-01-01	0558-12-31	BJFJXJJE	I, 208		death	0558-01-01	0558-12-21	BJFJXJJE	I, 208	Theodorus Ascidas 	JLMCGNS9	6988#III, 322	entry#p	CPG	http://syriaca.org/johnofephesus/persons/5164	
5165		5165		Theodore (envoy to Persia)			ܬܐܕܘܪܐ	9KL93RUC	215; 306#3.4.35; 3.6.12	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	215; 306	Theodore, son of Peter the Patrician, hailed from Roman Mesopotamia and held some of the highest offices under Justin II. He had the rank of a patricius and led, in 576, an embassy to the Persian border for peace negotiations, as is attested by Joh. Eph., EH 4.35 and 6.12. He was a miaphysite and favoured Paul of Antioch in his dispute with Jacob Burd'oyo.	7K28WD3W	1255-1256	560-576	floruit			7K28WD3W	1255-1256		death	0576-12-31		7K28WD3W	1255-1256	Theodorus	7K28WD3W	Theodorus 34#1255-1256	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5165	
5166		5166		Theodore (envoy to Persia)			ܬܐܕܘܪܐ	9KL93RUC	297#3.6.8	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	297	Theodore was, in the 570s, Roman governor of Armenia and was dispatched by the Caesar Tiberius as an envoy to Persia. In the retinue of Khosrow, he witnessed the Persian campaign against Theodosiopolis in 575, before he was given leave to return to Constantinople, as is stated by Joh. Eph., EH 6.8.	7K28WD3W	1254-1255	575	floruit			7K28WD3W	1254-1256							Theodorus	7K28WD3W	Theodorus 33#1254-1255	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5166	
5167		5167		Theodore (bishop of Philae)			ܬܐܕܘܪܐ	9KL93RUC	186; 189; 233#3.4.7; 3.4.9; 3.4.10; 3.4.49	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	186; 189; 233	Theodore was bishop of Philae in southern Egypt and had been ordained by patriarch Timothy IV (517-535). Joh. Eph., EH 4.9, describes him thus as a very old man in the mid-570s, when Longinus visited him and asked him to travel with him to Alexandria, a request which Theodore, however, denied due to his old age. During the 550s and 560s, he sometimes visited the Nobades in northern Nubia and acted as bishop there, according to Joh. Eph., EH 4.7 and 4.49.	MBTEGB67	224-225	525-c.580	floruit			MBTEGB67	224-225		death		0583-12-31	MBTEGB67	224-225						http://syriaca.org/johnofephesus/persons/5167	
	1529	1529		Theodosius II			ܬܐܕܘܣܝܣ	9KL93RUC	264#3.5.14	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	264	Theodosius II ruled the eastern half of the Roman Empire from 408 to 450. His reign saw the start of the Christological controversy and he convened both the Council of Ephesus of 431 and the so-called 'robber synod' of 449. Joh. Eph., EH 5.14, remembers him as the last purple-born prince (his father was the emperor Arcadius) before the birth of Maurice's son Theodosius in 583.	6RXKPRGP	1100	401-450	floruit			6RXKPRGP	1100	0450-07-28	death			6RXKPRGP	1100	Theodosius	6RXKPRGP	Theodosius 6#1100	entry#p	PLRE 2	http://syriaca.org/johnofephesus/persons/1529	https://en.wikipedia.org/wiki/Theodosius_II
5168		5168		Theodosius (archpriest of Alexandria)			ܬܐܕܘܣܝܣ	9KL93RUC	188; 218#3.4.9; 3.4.38	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	188; 218	Joh. Eph., EH 4.9, recounts that Longinus was invited by the archdeacon Theodore (his nephew) and and the archpriest Theodosius, two miaphysite clerics in Alexandria, to come back from Nubia in 575 to ordain a new patriarch. These clerics are also known from the Documenta Monophysitica. The archpriest Theodosius was later brought to Constantinople for disputations with patriarch Eutychius and died there in 579, as is stated in Joh. Eph., EH 4.38.	NGTH294X	165-166	570s	floruit			NGTH294X	165-166							Theodosius presbyter Alexandriae	JLMCGNS9	7223#III, 361	entry#p	CPG	http://syriaca.org/johnofephesus/persons/5168	
5169		5169	784	Theodosius (patriarch of Alexandria)			ܬܐܕܘܣܝܘܣ	9KL93RUC	17; 44; 49; 51; 111; 142; 183; 185; 186; 187; 189; 193; 195; 196; 254#3.1.16; 3.1.34; 3.1.40; 3.1.41; 3.1.42; 3.2.45; 3.3.16; 3.4.6; 3.4.7; 3.4.8; 3.4.9; 3.4.11; 3.4.12; 3.5.1	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	17; 44; 49; 51; 111; 142; 183; 185; 186; 187; 189; 193; 195; 196; 254	Theodosius, a supporter of the miaphysite champion Severus of Antioch, was made patriarch of Alexandria in 535. Ousted from his see because the population favoured Gaianus, he was restored with the help of imperial troops. He refused to accept the council of Chalcedon as orthodox and was therefore put in house arrest in Constantinople in late 536. After the death of Severus in 538, he was accepted as the head of the miaphysite community and remained in the capital until his death in 566.	N42AM4Q2	1483	535-566	floruit	0535-02-09		N42AM4Q2	1483	0566-06-05	death			N42AM4Q2	1483	Theodosius Alexandrinus	JLMCGNS9	7130-7159#III, 350-355	entry#p	CPG	http://syriaca.org/johnofephesus/persons/5169	https://en.wikipedia.org/wiki/Pope_Theodosius_I_of_Alexandria
5170		5170		Theodosius (son of Maurice)			ܬܐܕܘܣܝܣ	9KL93RUC	264#3.5.14	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	264	Theodosius was born on 4 August 583 to the emperor Maurice, as the first purple-born son of a ruling emperor since the birth of Arcadius' son Theodosius in 401. Joh. Eph., EH 5.14, remembers the festivities surrounding the birth of the imperial prince. He reigned as co-emperor together with his father from 590 until the coup of Phocas in November 602. There are rumours that he managed to escape to the Sasanian Empire.	7K28WD3W	1293-1294	583-602	floruit			7K28WD3W	1393-1294		death	0602-11-27		7K28WD3W	1393-1294	Theodosius	7K28WD3W	Theodosius 13#1293-1394	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5170	https://en.wikipedia.org/wiki/Theodosius_(son_of_Maurice)
5171		5171		Theodosius (tritheist)			ܬܐܕܣܝܣ	9KL93RUC	254#3.5.2	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	254	Joh. Eph., EH 5.2, narrates that the tritheists under the leadership of Conon and Eugenius attempted to win various dignitaries for their doctrine. Two stepbrothers, Theodosius and Phocas, were sent to Rome to convince the Roman general Narses. However, this attempt was unsuccessful.	9KL93RUC	254	c.570	floruit			9KL93RUC	254												http://syriaca.org/johnofephesus/persons/5171	
5172		5172		Theodulus			ܬܐܕܘܠܐ	9KL93RUC	53; 93; 94#3.2.28	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	53; 93; 94	Joh. Eph., EH 2.28, describes the deacon Theodulus as one of the fiercest persecutors of the miaphysites in the early 570s. Yet John is eager to note that he was punished for his deeds, suffered from a severe illness, and, having unjustly appropriated gold he had received from Justin to distribute it among the poor, was eventually exposed as a thief.	9KL93RUC	93-95	571-577	floruit			9KL93RUC	93-95		death	0577-12-31		9KL93RUC	93-95						http://syriaca.org/johnofephesus/persons/5172	
5173		5173		Theonas (tritheist)			ܬܐܘܢܐ	9KL93RUC	254#3.5.1	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	254	When the miaphysite bishops Conon and Eugenius accepted the tritheist doctrine of John Philoponus, their aim was to win a third bishop for tritheism so as to be able to perform further episcopal ordinations (three bishops were needed for an canonically valid ordination). They eventually succeeded in convincing a certain Theonas, a miaphysite bishop who, however, had previously been deposed according to Joh. Eph., EH 5.1.	MBTEGB67	184	late 560s	floruit			MBTEGB67	184												http://syriaca.org/johnofephesus/persons/5173	
5174		5174		Theophilus			ܬܐܘܦܝܠܘܣ	9KL93RUC	154#3.3.27	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	154	According to Joh. Eph., EH 3.27, Theophilus was an imperial commissioner twice involved in the suppression of religious minorities. In the early 570s, he was dispatched by Justin II to pacify the rebellious Jews and Samaritans in Palestine, and in 580, he led an investigation against pagans in Heliopolis and other Syrian cities.	7K28WD3W	1308-1309	c.580	floruit			7K28WD3W	1308-1309		death	0580-12-31		7K28WD3W	1308-1309	Theophilus	7K28WD3W	Theophilus 2#1308-1309	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5174	
	3268	3268		Tiberius II Constantinus			ܛܒܪܝܣ ܩܘܣܛܢܛܝܢܘܣ	9KL93RUC	46; 47; 49; 65; 115; 118; 119; 126; 127; 128; 129; 131; 132; 133; 135; 136; 138; 139; 140; 145; 147; 149; 150; 151; 152; 153; 154; 164; 165; 167; 168; 172; 174; 177; 219; 224; 262; 263; 264; 269; 270; 273; 306; 316; 319; 320; 326; 327; 330; 332; 334; 335#3.1.37; 3.1.40; 3.2.7; 3.2.49; 3.3.5; 3.3.6; 3.3.7; 3.3.8; 3.3.9; 3.3.10; 3.3.11; 3.3.13; 3.3.14; 3.3.18; 3.3.20; 3.3.22; 3.3.23; 3.3.24; 3.3.25; 3.3.26; 3.3.27; 3.3.32; 3.3.33; 3.3.34; 3.3.35; 3.3.39; 3.3.40; 3.3.43; 3.4.39; 3.4.42; 3.5.13; 3.5.14; 3.5.19; 3.5.20; 3.5.22; 3.6.12; 3.6.19; 3.6.21; 3.6.22; 3.6.24; 3.6.25; 3.6.27; 3.6.28; 3.6.29; 3.6.30	p#chapter					ܡܠܟܐ / ܩܣܪ	9KL93RUC	46; 87; 94; 98; 99; 100; 107; 114; 115; 118; 119; 130; 131; 132; 133; 134; 136; 137; 138; 139; 141; 143; 147; 148; 149; 153; 154; 158; 159; 162; 163; 164; 165; 168; 172; 174; 175; 176; 218; 219; 220; 224; 225; 306; 307; 308; 309; 311; 312; 313; 314; 315; 319; 320; 321; 327; 331; 333; 334; 335; 336#3.1.37; 3.2.24; 3.2.28; 3.2.32; 3.2.34; 3.2.40; 3.2.48; 3.3.6; 3.3.7; 3.3.8; 3.3.9; 3.3.10; 3.3.12; 3.3.13; 3.3.15; 3.3.16; 3.3.19; 3.3.21; 3.3.22; 3.3.26; 3.3.27; 3.3.29; 3.3.30; 3.3.31; 3.3.32; 3.3.35; 3.3.39; 3.3.40; 3.3.41; 3.3.42; 3.4.38; 3.4.39; 3.4.40; 3.4.42; 3.6.12; 3.6.14; 3.6.15; 3.6.16; 3.6.17; 3.6.19; 3.6.21; 3.6.22; 3.6.25; 3.6.27; 3.6.29; 3.6.30; 3.6.32	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	46; 47; 49; 65; 115; 118; 119; 126; 127; 128; 129; 131; 132; 133; 135; 136; 138; 139; 140; 145; 147; 149; 150; 151; 152; 153; 154; 164; 165; 167; 168; 172; 174; 177; 219; 224; 262; 263; 264; 269; 270; 273; 306; 316; 319; 320; 326; 327; 330; 332; 334; 335	Tiberius was commander of the imperial bodyguard and helped Justin II secure the throne after Justinian's death in 565. After the onset of Justin's illness in 573, Tiberius used his influence at court and effectively ruled the empire together with Justin's wife Sophia. In late 574, he was made Caesar and he became sole emperor after Justin's death in October 578. John of Ephesus portrays Tiberius as the antithesis to Justin, as a tolerant ruler who did not allow the persecution of the miaphysites.	7K28WD3W	1323-1326	574-582	floruit	0574-12-07		7K28WD3W	1323-1326	0582-08-14	death			7K28WD3W	1323-1326	Tiberius	7K28WD3W	Tiberius Constantinus 1#1323-1326	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/3268	https://en.wikipedia.org/wiki/Tiberius_II_Constantine
